,submission_id,topic_champion
59749,rgxhpn,ahri
59750,rgx6n0,katarina
59751,rgx2a9,lux
59752,rgwrdg,aatrox
59752,rgwrdg,ahri
59753,rgwnyz,ornn
59754,rgwdym,irelia
59755,rgwc0f,aatrox
59755,rgwc0f,ahri
59756,rgw9ze,garen
59757,rgw980,aatrox
59757,rgw980,ahri
59758,rgw7ah,aatrox
59758,rgw7ah,ahri
59759,rgw6up,swain
59760,rgw359,aatrox
59760,rgw359,ahri
59761,rgw2qf,aatrox
59761,rgw2qf,ahri
59762,rgw19n,vayne
59763,rgvwa6,aatrox
59763,rgvwa6,ahri
59764,rgvvwx,tryndamere
59764,rgvvwx,yone
59765,rgvt8q,aatrox
59765,rgvt8q,ahri
59766,rgvoq1,aatrox
59766,rgvoq1,ahri
59767,rgvoe2,aatrox
59767,rgvoe2,ahri
59768,rgvnav,vayne
59769,rgvjdh,aatrox
59769,rgvjdh,ahri
59770,rgvfkr,aatrox
59770,rgvfkr,ahri
59771,rgvf3o,aatrox
59771,rgvf3o,ahri
59772,rgve2b,aatrox
59772,rgve2b,ahri
59773,rgvcym,aatrox
59773,rgvcym,ahri
59774,rgvckn,miss fortune
59775,rgvbp9,aurelion sol
59776,rgv9oq,aatrox
59776,rgv9oq,ahri
59777,rgv693,ryze
59778,rgv63b,aatrox
59778,rgv63b,ahri
59779,rgv4ln,aatrox
59779,rgv4ln,ahri
59780,rguvxf,aatrox
59780,rguvxf,ahri
59781,rgukvm,gwen
59782,rgufkh,aatrox
59782,rgufkh,ahri
59783,rgud09,aatrox
59783,rgud09,ahri
59784,rgu7qe,aatrox
59784,rgu7qe,ahri
59785,rgu286,aatrox
59785,rgu286,ahri
59786,rgtuk3,neeko
59787,rgtsrh,aatrox
59787,rgtsrh,ahri
59788,rgtl9t,ryze
59789,rgth6i,aatrox
59789,rgth6i,ahri
59790,rgt7iy,qiyana
59791,rgsx54,jayce
59791,rgsx54,twisted fate
59792,rgswbl,aatrox
59792,rgswbl,ahri
59793,rgsu7v,aatrox
59793,rgsu7v,ahri
59794,rgsti2,aatrox
59794,rgsti2,ahri
59795,rgssr7,darius
59795,rgssr7,garen
59796,rgslq0,syndra
59797,rgsld4,aatrox
59797,rgsld4,ahri
59798,rgsjmk,aatrox
59798,rgsjmk,ahri
59799,rgsh98,twisted fate
59800,rgsg2a,aatrox
59800,rgsg2a,ahri
59801,rgsben,aatrox
59801,rgsben,ahri
59802,rgs0d8,aatrox
59802,rgs0d8,ahri
59803,rgrrc1,aatrox
59803,rgrrc1,ahri
59804,rgrfbi,aatrox
59804,rgrfbi,ahri
59805,rgrdws,dr. mundo
59806,rgr7ne,karma
59807,rgr7nb,aatrox
59807,rgr7nb,ahri
59808,rgr7mt,aatrox
59808,rgr7mt,ahri
59809,rgr6ne,thresh
59810,rgr4oh,kai'sa
59811,rgr2g5,aatrox
59811,rgr2g5,ahri
59812,rgqui6,aatrox
59812,rgqui6,ahri
59813,rgqryd,aatrox
59813,rgqryd,ahri
59814,rgqn8b,aatrox
59814,rgqn8b,ahri
59815,rgq79u,fiddlesticks
59816,rgq380,pyke
59817,rgpvqh,kai'sa
59818,rgpngd,aatrox
59818,rgpngd,ahri
59819,rgpn5v,aatrox
59819,rgpn5v,ahri
59820,rgpkq8,lee sin
59821,rgpink,aatrox
59821,rgpink,ahri
59822,rgp9a6,poppy
59823,rgp6qa,taric
59824,rgp6e8,jax
59825,rgp144,brand
59826,rgoz39,corki
59827,rgooj9,aatrox
59827,rgooj9,ahri
59828,rgoi0n,kindred
59828,rgoi0n,veigar
59829,rgobg9,aatrox
59829,rgobg9,ahri
59830,rgobd9,lillia
59831,rgo5te,shaco
59832,rgnvwg,aatrox
59832,rgnvwg,ahri
59833,rgnsp6,jinx
59833,rgnsp6,nidalee
59834,rgnqs2,vex
59835,rgnouv,aatrox
59835,rgnouv,ahri
59836,rgnhke,brand
59836,rgnhke,katarina
59837,rgn7cr,aatrox
59837,rgn7cr,ahri
59838,rgn2uf,master yi
59838,rgn2uf,shaco
59839,rgmw55,blitzcrank
59839,rgmw55,garen
59840,rgmqae,aatrox
59840,rgmqae,ahri
59841,rgmjum,aatrox
59841,rgmjum,ahri
59842,rgmhai,illaoi
59843,rgly06,ziggs
59844,rgls9e,yuumi
59845,rglrrl,aatrox
59845,rglrrl,ahri
59846,rglom3,aatrox
59846,rglom3,ahri
59847,rgll3s,aatrox
59847,rgll3s,ahri
59848,rglh3p,aatrox
59848,rglh3p,ahri
59849,rgl6cq,aatrox
59849,rgl6cq,ahri
59850,rgl54q,aatrox
59850,rgl54q,ahri
59851,rgkwgw,lux
59852,rgku6r,aatrox
59852,rgku6r,ahri
59853,rgkj12,braum
59854,rgkayt,aatrox
59854,rgkayt,ahri
59855,rgkano,shen
59856,rgkakh,aatrox
59856,rgkakh,ahri
59857,rgka25,vi
59858,rgjwf1,aatrox
59858,rgjwf1,ahri
59859,rgjtya,aatrox
59859,rgjtya,ahri
59860,rgjtkb,morgana
59860,rgjtkb,ziggs
59861,rgjq4a,garen
59861,rgjq4a,yasuo
59862,rgjpkc,aatrox
59862,rgjpkc,ahri
59863,rgjp3d,aatrox
59863,rgjp3d,ahri
59864,rgje35,aatrox
59864,rgje35,ahri
59865,rgjcr0,seraphine
59866,rgjceb,aatrox
59866,rgjceb,ahri
59867,rgja5o,aatrox
59867,rgja5o,ahri
59868,rgj9ij,swain
59868,rgj9ij,yuumi
59869,rgj8k3,soraka
59870,rgj3t2,aatrox
59870,rgj3t2,ahri
59871,rgiqr8,shen
59872,rgijbp,yuumi
59873,rgiioz,aatrox
59873,rgiioz,ahri
59874,rgig7e,aatrox
59874,rgig7e,ahri
59875,rgierw,aatrox
59875,rgierw,ahri
59876,rgia2z,yuumi
59877,rgi78j,aatrox
59877,rgi78j,ahri
59878,rgi757,zac
59879,rgi60b,gangplank
59880,rgi1bs,aatrox
59880,rgi1bs,ahri
59881,rgi18h,aatrox
59881,rgi18h,ahri
59882,rgi0q0,shyvana
59883,rghwdo,aatrox
59883,rghwdo,ahri
59884,rghw15,aatrox
59884,rghw15,ahri
59885,rghsoz,aatrox
59885,rghsoz,ahri
59886,rghrdn,aatrox
59886,rghrdn,ahri
59887,rghgjt,aatrox
59887,rghgjt,ahri
59888,rghcar,sett
59889,rghayy,jax
59890,rgh74a,aatrox
59890,rgh74a,ahri
59891,rgh3g1,aatrox
59891,rgh3g1,ahri
59892,rgh268,kai'sa
59893,rgh0n9,aatrox
59893,rgh0n9,ahri
59894,rggz9g,aatrox
59894,rggz9g,ahri
59895,rggy89,jinx
59896,rggwlp,kled
59897,rggufx,aatrox
59897,rggufx,ahri
59898,rggtfe,tryndamere
59899,rggt5e,aatrox
59899,rggt5e,ahri
59900,rggrvw,aatrox
59900,rggrvw,ahri
59901,rggrrr,aatrox
59901,rggrrr,ahri
59902,rggp0i,aatrox
59902,rggp0i,ahri
59903,rggmia,aatrox
59903,rggmia,ahri
59904,rggjw2,brand
59905,rgg8mx,miss fortune
59906,rgg8mi,aatrox
59906,rgg8mi,ahri
59907,rgfyu9,bard
59907,rgfyu9,lulu
59908,rgfxgx,aatrox
59908,rgfxgx,ahri
59909,rgfw1g,ezreal
59909,rgfw1g,jhin
59910,rgfvkj,aatrox
59910,rgfvkj,ahri
59911,rgfp48,aatrox
59911,rgfp48,ahri
59912,rgfntm,illaoi
59913,rgfazl,aatrox
59913,rgfazl,ahri
59914,rgf58u,ahri
59915,rgf128,aatrox
59915,rgf128,ahri
59916,rgew6x,aatrox
59916,rgew6x,ahri
59917,rgelxd,lee sin
59917,rgelxd,twitch
59918,rgehf7,gragas
59918,rgehf7,renekton
59919,rgeacr,viktor
59920,rge0j1,alistar
59921,rge08s,kassadin
59921,rge08s,sona
59922,rgdyzg,aatrox
59922,rgdyzg,ahri
59923,rgdy7s,aatrox
59923,rgdy7s,ahri
59924,rgdu5g,aatrox
59924,rgdu5g,ahri
59925,rgdtxh,aatrox
59925,rgdtxh,ahri
59926,rgdso3,sett
59926,rgdso3,yuumi
59927,rgdr7h,aatrox
59927,rgdr7h,ahri
59928,rgdpyq,aatrox
59928,rgdpyq,ahri
59929,rgdk92,aatrox
59929,rgdk92,ahri
59930,rgdh4e,aatrox
59930,rgdh4e,ahri
59931,rgdfan,darius
59932,rgdan0,sion
59933,rgd9ys,aatrox
59933,rgd9ys,ahri
59934,rgcrdk,aatrox
59935,rgchr1,aatrox
59935,rgchr1,ahri
59936,rgcg20,aatrox
59936,rgcg20,ahri
59937,rgbyjl,aatrox
59937,rgbyjl,ahri
59938,rgbwck,aatrox
59938,rgbwck,ahri
59939,rgbtvb,volibear
59939,rgbtvb,zed
59940,rgbt6c,aatrox
59940,rgbt6c,ahri
59941,rgbq23,aatrox
59941,rgbq23,ahri
59942,rgbp8b,aatrox
59942,rgbp8b,ahri
59943,rgbigp,aatrox
59943,rgbigp,ahri
59944,rgbgpv,aatrox
59944,rgbgpv,ahri
59945,rgbca7,aatrox
59945,rgbca7,ahri
59946,rgbamh,aatrox
59946,rgbamh,ahri
59947,rgb92j,aatrox
59947,rgb92j,ahri
59948,rgb6hj,aatrox
59948,rgb6hj,ahri
59949,rgay7i,aatrox
59949,rgay7i,ahri
59950,rgaxbg,tryndamere
59951,rgatth,yorick
59952,rgaouy,camille
59952,rgaouy,ezreal
59953,rgam9q,shaco
59953,rgam9q,yuumi
59954,rgagxl,aatrox
59954,rgagxl,ahri
59955,rgad2z,miss fortune
59956,rgaair,ahri
59956,rgaair,azir
59957,rga8ty,aatrox
59957,rga8ty,ahri
59958,rga8q8,swain
59959,rga76m,aatrox
59959,rga76m,ahri
59960,rga4xq,aatrox
59960,rga4xq,ahri
59961,rga3wl,aatrox
59961,rga3wl,ahri
59962,rga2hl,aatrox
59962,rga2hl,ahri
59963,rg9qr9,aatrox
59963,rg9qr9,ahri
59964,rg9q4o,katarina
59965,rg9bbb,lee sin
59965,rg9bbb,nasus
59966,rg99wq,yuumi
59967,rg96al,qiyana
59968,rg90z9,ezreal
59969,rg8kq6,aatrox
59969,rg8kq6,ahri
59970,rg8job,aatrox
59970,rg8job,ahri
59971,rg8g15,aurelion sol
59972,rg8du9,pyke
59972,rg8du9,yorick
59973,rg8d4h,aatrox
59973,rg8d4h,ahri
59974,rg8ckn,aatrox
59974,rg8ckn,ahri
59975,rg84sh,aatrox
59975,rg84sh,ahri
59976,rg7v6l,aatrox
59976,rg7v6l,ahri
59977,rg7tvj,talon
59978,rg7t1s,aatrox
59978,rg7t1s,ahri
59979,rg7qdz,aatrox
59979,rg7qdz,ahri
59980,rg7ohv,twisted fate
59981,rg7llk,master yi
59981,rg7llk,twisted fate
59982,rg7dpg,aatrox
59982,rg7dpg,ahri
59983,rg7dmg,aatrox
59983,rg7dmg,ahri
59984,rg7c9r,aatrox
59984,rg7c9r,ahri
59985,rg7aqm,aatrox
59985,rg7aqm,ahri
59986,rg75s5,qiyana
59987,rg74dj,singed
59987,rg74dj,wukong
59988,rg7406,aatrox
59988,rg7406,ahri
59989,rg73ia,annie
59989,rg73ia,draven
59990,rg72e9,aatrox
59990,rg72e9,ahri
59991,rg71hd,aatrox
59991,rg71hd,ahri
59992,rg6xuk,aatrox
59992,rg6xuk,ahri
59993,rg6tc6,jinx
59994,rg6n9s,master yi
59995,rg6lz9,talon
59996,rg6l3o,aatrox
59996,rg6l3o,ahri
59997,rg6hpk,aatrox
59997,rg6hpk,ahri
59998,rg6ff9,aatrox
59998,rg6ff9,ahri
59999,rg6bod,jax
60000,rg609c,aatrox
60000,rg609c,ahri
60001,rg5yfp,aatrox
60001,rg5yfp,ahri
60002,rg5w6h,aatrox
60002,rg5w6h,ahri
60003,rg5s2x,aatrox
60003,rg5s2x,ahri
60004,rg5pkz,vex
60005,rg5n4t,aatrox
60005,rg5n4t,ahri
60006,rg5j71,master yi
60007,rg5fnb,aatrox
60007,rg5fnb,ahri
60008,rg5c7z,lee sin
60009,rg59te,aatrox
60009,rg59te,ahri
60010,rg56ni,aatrox
60010,rg56ni,ahri
60011,rg4zhl,bard
60011,rg4zhl,kled
60012,rg4tb4,aatrox
60012,rg4tb4,ahri
60013,rg4t8t,veigar
60013,rg4t8t,viktor
60014,rg4syj,aatrox
60014,rg4syj,ahri
60015,rg4rfr,aatrox
60015,rg4rfr,ahri
60016,rg4ra6,sett
60017,rg4ls7,aatrox
60017,rg4ls7,ahri
60018,rg4jcl,aatrox
60018,rg4jcl,ahri
60019,rg4exo,aatrox
60019,rg4exo,ahri
60020,rg4db3,aatrox
60020,rg4db3,ahri
60021,rg4c08,aatrox
60021,rg4c08,ahri
60022,rg4bu2,aatrox
60022,rg4bu2,ahri
60023,rg483g,aatrox
60023,rg483g,ahri
60024,rg43z3,aatrox
60024,rg43z3,ahri
60025,rg3tqz,alistar
60025,rg3tqz,graves
60026,rg3ln3,aatrox
60026,rg3ln3,ahri
60027,rg3knk,ryze
60028,rg3k7b,viktor
60028,rg3k7b,xerath
60029,rg3eow,aatrox
60029,rg3eow,ahri
60030,rg3emp,evelynn
60031,rg3buh,aatrox
60031,rg3buh,ahri
60032,rg3ahm,aatrox
60032,rg3ahm,ahri
60033,rg36u3,yasuo
60033,rg36u3,yone
60034,rg35az,aatrox
60034,rg35az,ahri
60035,rg30ad,aatrox
60035,rg30ad,ahri
60036,rg2r5r,aatrox
60036,rg2r5r,ahri
60037,rg2qke,aatrox
60037,rg2qke,ahri
60038,rg2poe,aatrox
60038,rg2poe,ahri
60039,rg2k5d,annie
60039,rg2k5d,ezreal
60040,rg2iju,aatrox
60040,rg2iju,ahri
60041,rg2ibl,caitlyn
60041,rg2ibl,miss fortune
60042,rg2cfw,aatrox
60042,rg2cfw,ahri
60043,rg2bqe,poppy
60044,rg27ac,aatrox
60044,rg27ac,ahri
60045,rg23hz,leblanc
60045,rg23hz,soraka
60046,rg235e,yasuo
60047,rg22q6,aatrox
60047,rg22q6,ahri
60048,rg20kb,zac
60049,rg1ue6,anivia
60049,rg1ue6,thresh
60050,rg1s5a,aatrox
60050,rg1s5a,ahri
60051,rg1ozo,aatrox
60051,rg1ozo,ahri
60052,rg1ort,aatrox
60052,rg1ort,ahri
60053,rg1orf,annie
60053,rg1orf,malzahar
60054,rg1m9l,aatrox
60054,rg1m9l,ahri
60055,rg1i12,aatrox
60055,rg1i12,ahri
60056,rg1fjg,aatrox
60056,rg1fjg,ahri
60057,rg1do8,aatrox
60057,rg1do8,ahri
60058,rg0wb5,aatrox
60058,rg0wb5,ahri
60059,rg0u5j,maokai
60060,rg0msc,aatrox
60060,rg0msc,ahri
60061,rg0kpt,aatrox
60061,rg0kpt,ahri
60062,rg0d2h,ryze
60063,rg065m,aatrox
60063,rg065m,ahri
60064,rg02m5,aatrox
60064,rg02m5,ahri
60065,rfzyrw,kai'sa
60066,rfzyg4,aatrox
60066,rfzyg4,ahri
60067,rfzwqo,aatrox
60067,rfzwqo,ahri
60068,rfzvyy,aatrox
60068,rfzvyy,ahri
60069,rfzv7m,yone
60070,rfznr8,leona
60071,rfz6ah,aatrox
60071,rfz6ah,ahri
60072,rfz64j,aatrox
60072,rfz64j,ahri
60073,rfz0xb,aatrox
60073,rfz0xb,ahri
60074,rfyyw1,aatrox
60074,rfyyw1,ahri
60075,rfyv0g,kassadin
60075,rfyv0g,master yi
60076,rfync3,aatrox
60076,rfync3,ahri
60077,rfyli0,aatrox
60077,rfyli0,ahri
60078,rfybeb,aatrox
60078,rfybeb,ahri
60079,rfy9tz,aatrox
60079,rfy9tz,ahri
60080,rfy8y1,aatrox
60080,rfy8y1,ahri
60081,rfy01a,aatrox
60081,rfy01a,ahri
60082,rfxyd9,twitch
60083,rfxqfy,aatrox
60083,rfxqfy,ahri
60084,rfxekt,aatrox
60084,rfxekt,ahri
60085,rfx7f7,aatrox
60085,rfx7f7,ahri
60086,rfx62k,aurelion sol
60087,rfwwqw,tahm kench
60088,rfwnk6,aatrox
60088,rfwnk6,ahri
60089,rfwgtz,ekko
60090,rfwb4u,shen
60090,rfwb4u,vayne
60091,rfwb0q,aatrox
60091,rfwb0q,ahri
60092,rfw9vn,irelia
60092,rfw9vn,zilean
60093,rfw8zj,jinx
60094,rfw76f,aatrox
60094,rfw76f,ahri
60095,rfvx28,aatrox
60095,rfvx28,ahri
60096,rfvv1u,aatrox
60096,rfvv1u,ahri
60097,rfvthk,aatrox
60097,rfvthk,ahri
60098,rfvpve,ezreal
60098,rfvpve,fiddlesticks
60099,rfvobw,miss fortune
60100,rfvmp6,aatrox
60100,rfvmp6,ahri
60101,rfvkmv,aatrox
60101,rfvkmv,ahri
60102,rfvhqt,aatrox
60102,rfvhqt,ahri
60103,rfvfwa,aatrox
60103,rfvfwa,ahri
60104,rfvfcb,vayne
60105,rfv7kh,irelia
60106,rfv2kk,miss fortune
60107,rfuyw0,amumu
60107,rfuyw0,blitzcrank
60108,rfuoei,aatrox
60108,rfuoei,ahri
60109,rful70,aatrox
60109,rful70,ahri
60110,rfujc6,yuumi
60111,rfuhk8,blitzcrank
60112,rfug9h,aatrox
60112,rfug9h,ahri
60113,rfu3m1,miss fortune
60114,rftxxo,aatrox
60114,rftxxo,ahri
60115,rftxb4,master yi
60116,rftw5b,tahm kench
60117,rfttfr,aatrox
60117,rfttfr,ahri
60118,rftsij,aatrox
60118,rftsij,ahri
60119,rftqh5,aatrox
60119,rftqh5,ahri
60120,rftoq4,kai'sa
60121,rftjfp,aatrox
60121,rftjfp,ahri
60122,rfth9p,miss fortune
60123,rft94u,garen
60124,rft44q,swain
60125,rft3r3,yorick
60126,rft2ev,aatrox
60126,rft2ev,ahri
60127,rft08c,aatrox
60127,rft08c,ahri
60128,rfszv8,aatrox
60128,rfszv8,ahri
60129,rfsxdm,ahri
60130,rfsrko,vayne
60131,rfsn8y,jayce
60132,rfsm41,aatrox
60132,rfsm41,ahri
60133,rfsf96,urgot
60134,rfs5ex,aatrox
60134,rfs5ex,ahri
60135,rfs4s1,zoe
60136,rfs3fm,yasuo
60137,rfrvvc,udyr
60138,rfrg59,aatrox
60138,rfrg59,ahri
60139,rfr9cv,yasuo
60140,rfr5i6,teemo
60141,rfr4mh,aatrox
60141,rfr4mh,ahri
60142,rfqwl0,aatrox
60142,rfqwl0,ahri
60143,rfqu73,aatrox
60143,rfqu73,ahri
60144,rfqp1l,teemo
60145,rfqm7i,aatrox
60145,rfqm7i,ahri
60146,rfql54,nasus
60146,rfql54,viego
60147,rfqhqc,aatrox
60147,rfqhqc,ahri
60148,rfq9sz,aatrox
60148,rfq9sz,ahri
60149,rfq3oj,vi
60150,rfq26s,aatrox
60150,rfq26s,ahri
60151,rfpv1u,aatrox
60151,rfpv1u,ahri
60152,rfpr18,aatrox
60152,rfpr18,ahri
60153,rfplvf,aatrox
60153,rfplvf,ahri
60154,rfpgmh,kassadin
60154,rfpgmh,vayne
60155,rfpfuj,lulu
60155,rfpfuj,swain
60156,rfpawz,aatrox
60156,rfpawz,akali
60157,rfpas4,aatrox
60157,rfpas4,ahri
60158,rfpakq,aatrox
60158,rfpakq,ahri
60159,rfp21x,aatrox
60159,rfp21x,ahri
60160,rfowau,aatrox
60160,rfowau,ahri
60161,rfotbg,dr. mundo
60162,rfot3f,kalista
60163,rfosgn,kayn
60164,rfof7n,aatrox
60164,rfof7n,ahri
60165,rfod87,aatrox
60165,rfod87,ahri
60166,rfochq,singed
60167,rfoanh,sett
60168,rfoahr,aatrox
60168,rfoahr,ahri
60169,rfo8zx,aatrox
60169,rfo8zx,ahri
60170,rfo8e1,aatrox
60170,rfo8e1,ahri
60171,rfo4bt,brand
60171,rfo4bt,miss fortune
60172,rfnysu,aatrox
60172,rfnysu,ahri
60173,rfnvsp,twitch
60173,rfnvsp,warwick
60174,rfnt9y,aatrox
60174,rfnt9y,ahri
60175,rfnqxz,aatrox
60175,rfnqxz,ahri
60176,rfnpq4,bard
60177,rfnnv4,aatrox
60177,rfnnv4,ahri
60178,rfnj0o,aatrox
60178,rfnj0o,ahri
60179,rfnh8q,twitch
60179,rfnh8q,vladimir
60180,rfncdn,aatrox
60180,rfncdn,ahri
60181,rfn40x,miss fortune
60181,rfn40x,thresh
60182,rfn1qf,aatrox
60182,rfn1qf,ahri
60183,rfmzj9,ahri
60184,rfmwbk,yone
60185,rfmw3i,aurelion sol
60186,rfmw0q,aatrox
60186,rfmw0q,ahri
60187,rfmvby,aatrox
60187,rfmvby,ahri
60188,rfmv61,aatrox
60188,rfmv61,ahri
60189,rfms4y,kayn
60190,rfmrud,aatrox
60190,rfmrud,ahri
60191,rfmkpo,vayne
60192,rfmjdp,camille
60192,rfmjdp,kai'sa
60193,rfmity,neeko
60194,rfmeqz,aatrox
60194,rfmeqz,ahri
60195,rfmcst,aatrox
60195,rfmcst,ahri
60196,rfmbl3,aatrox
60196,rfmbl3,ahri
60197,rfm75d,aatrox
60197,rfm75d,ahri
60198,rflrha,yone
60199,rflk76,aatrox
60199,rflk76,ahri
60200,rflj1f,aatrox
60200,rflj1f,ahri
60201,rflg7c,aatrox
60201,rflg7c,ahri
60202,rfldq2,aatrox
60202,rfldq2,ahri
60203,rfl8yb,samira
60203,rfl8yb,yuumi
60204,rfl55w,aatrox
60204,rfl55w,ahri
60205,rfkye8,aatrox
60205,rfkye8,ahri
60206,rfkx14,teemo
60207,rfkwma,kindred
60208,rfkv81,aatrox
60208,rfkv81,ahri
60209,rfktd4,zed
60210,rfknq5,aatrox
60210,rfknq5,ahri
60211,rfkcsi,aatrox
60211,rfkcsi,ahri
60212,rfk9bh,aatrox
60212,rfk9bh,ahri
60213,rfk72v,aatrox
60213,rfk72v,ahri
60214,rfk42n,aatrox
60214,rfk42n,ahri
60215,rfk3rs,aatrox
60215,rfk3rs,ahri
60216,rfk0ql,caitlyn
60216,rfk0ql,tristana
60217,rfjupc,aatrox
60217,rfjupc,ahri
60218,rfjrkm,aatrox
60218,rfjrkm,ahri
60219,rfjppi,graves
60219,rfjppi,quinn
60220,rfjk17,miss fortune
60221,rfjgzd,aatrox
60221,rfjgzd,ahri
60222,rfjfhc,aatrox
60222,rfjfhc,ahri
60223,rfjbdv,syndra
60224,rfj67g,kassadin
60225,rfj568,lee sin
60226,rfj3m6,aatrox
60226,rfj3m6,ahri
60227,rfiz9t,aatrox
60227,rfiz9t,ahri
60228,rfiyip,aatrox
60228,rfiyip,ahri
60229,rfiy0i,ornn
60230,rfivg1,vayne
60231,rfiu4j,aatrox
60231,rfiu4j,ahri
60232,rfit48,aatrox
60232,rfit48,ahri
60233,rfir9k,aatrox
60233,rfir9k,ahri
60234,rfipmn,ornn
60235,rfiolo,aatrox
60235,rfiolo,ahri
60236,rfio3a,aatrox
60236,rfio3a,ahri
60237,rfineh,aatrox
60237,rfineh,ahri
60238,rfidve,hecarim
60238,rfidve,kai'sa
60239,rfibb2,aatrox
60239,rfibb2,ahri
60240,rfi0ua,jarvan iv
60240,rfi0ua,twisted fate
60241,rfhrpc,aatrox
60241,rfhrpc,ahri
60242,rfhbzi,aatrox
60242,rfhbzi,ahri
60243,rfhbaf,ekko
60244,rfh02y,yasuo
60245,rfgze9,aatrox
60245,rfgze9,ahri
60246,rfgwtc,aatrox
60246,rfgwtc,ahri
60247,rfgsro,aatrox
60247,rfgsro,ahri
60248,rfgs6k,master yi
60249,rfgs5b,aatrox
60249,rfgs5b,ahri
60250,rfg8u3,qiyana
60250,rfg8u3,yasuo
60251,rfg7s0,amumu
60251,rfg7s0,tryndamere
60252,rfg59o,master yi
60253,rfg3uv,lee sin
60254,rffy12,aatrox
60254,rffy12,ahri
60255,rffspz,ashe
60256,rffnpr,miss fortune
60257,rffnbg,gangplank
60257,rffnbg,urgot
60258,rffm4j,aatrox
60258,rffm4j,ahri
60259,rffkyi,aatrox
60259,rffkyi,ahri
60260,rffh63,tahm kench
60261,rfffth,lux
60261,rfffth,yasuo
60262,rfferl,jinx
60263,rff9ku,corki
60264,rff8pf,aatrox
60264,rff8pf,ahri
60265,rff7sd,lux
60266,rff5e8,lux
60267,rff29g,aatrox
60267,rff29g,ahri
60268,rfezmq,miss fortune
60269,rfex6c,aatrox
60269,rfex6c,ahri
60270,rfemz3,fiora
60270,rfemz3,sett
60271,rfem40,aatrox
60271,rfem40,ahri
60272,rfe74w,aatrox
60272,rfe74w,ahri
60273,rfe6lp,aatrox
60273,rfe6lp,ahri
60274,rfdsav,cho'gath
60274,rfdsav,kog'maw
60275,rfdqm4,aatrox
60275,rfdqm4,ahri
60276,rfdnvn,aatrox
60276,rfdnvn,ahri
60277,rfdmb0,aatrox
60277,rfdmb0,ahri
60278,rfdir3,swain
60279,rfde86,lux
60280,rfddi4,aatrox
60280,rfddi4,ahri
60281,rfd6mn,aatrox
60281,rfd6mn,ahri
60282,rfcvbh,janna
60283,rfcucm,aatrox
60283,rfcucm,ahri
60284,rfcs79,aatrox
60284,rfcs79,ahri
60285,rfcnwa,lux
60286,rfcmzl,aatrox
60286,rfcmzl,ahri
60287,rfcmto,master yi
60288,rfcjoa,aatrox
60288,rfcjoa,ahri
60289,rfcgla,aatrox
60289,rfcgla,ahri
60290,rfcbls,aatrox
60290,rfcbls,ahri
60291,rfcbd7,aatrox
60291,rfcbd7,ahri
60292,rfc8if,aatrox
60292,rfc8if,ahri
60293,rfc8f3,diana
60293,rfc8f3,miss fortune
60294,rfc7gp,blitzcrank
60295,rfc4p3,annie
60295,rfc4p3,caitlyn
60296,rfc4l5,aatrox
60296,rfc4l5,ahri
60297,rfbvc8,aatrox
60297,rfbvc8,ahri
60298,rfbg8b,aatrox
60298,rfbg8b,ahri
60299,rfb80h,kalista
60299,rfb80h,miss fortune
60300,rfb2hc,aatrox
60300,rfb2hc,ahri
60301,rfasvm,aatrox
60301,rfasvm,ahri
60302,rfaf48,aatrox
60302,rfaf48,ahri
60303,rfacja,ekko
60304,rfa8i3,aatrox
60304,rfa8i3,ahri
60305,rfa6tr,warwick
60306,rfa575,qiyana
60307,rf9ymj,ashe
60307,rf9ymj,rakan
60308,rf9od0,aatrox
60308,rf9od0,ahri
60309,rf9o0u,jinx
60309,rf9o0u,miss fortune
60310,rf9kx9,fiora
60311,rf9j6x,aatrox
60311,rf9j6x,ahri
60312,rf9j49,aatrox
60312,rf9j49,ahri
60313,rf9da7,aatrox
60313,rf9da7,ahri
60314,rf94g2,aatrox
60314,rf94g2,ahri
60315,rf92cj,kindred
60315,rf92cj,leblanc
60316,rf8uy4,kog'maw
60316,rf8uy4,master yi
60317,rf8q0q,aatrox
60317,rf8q0q,ahri
60318,rf8p2s,aatrox
60318,rf8p2s,ahri
60319,rf8n3w,teemo
60320,rf8mev,yuumi
60321,rf8e5q,aatrox
60321,rf8e5q,ahri
60322,rf850y,aatrox
60322,rf850y,ahri
60323,rf81fy,aatrox
60323,rf81fy,ahri
60324,rf7zsm,aatrox
60324,rf7zsm,ahri
60325,rf7zrf,lissandra
60326,rf7y8q,aatrox
60326,rf7y8q,ahri
60327,rf7xul,aatrox
60327,rf7xul,ahri
60328,rf7uqv,aatrox
60328,rf7uqv,ahri
60329,rf7szf,kassadin
60330,rf7q74,miss fortune
60331,rf7m6j,aatrox
60331,rf7m6j,ahri
60332,rf7j96,aatrox
60332,rf7j96,ahri
60333,rf7iwo,aatrox
60333,rf7iwo,ahri
60334,rf7gxo,dr. mundo
60335,rf7g3a,yuumi
60336,rf7epy,aatrox
60336,rf7epy,ahri
60337,rf77yj,aatrox
60337,rf77yj,ahri
60338,rf73rx,vayne
60339,rf6wt1,pyke
60339,rf6wt1,twisted fate
60340,rf6n23,aatrox
60340,rf6n23,ahri
60341,rf6i0o,ezreal
60341,rf6i0o,malphite
60342,rf5za1,galio
60342,rf5za1,sejuani
60343,rf5vrv,aatrox
60343,rf5vrv,ahri
