,submission_id,topic_champion
654,nymr3r,rumble
654,nymr3r,samira
655,nymq63,aatrox
655,nymq63,ahri
656,nymo3q,miss fortune
656,nymo3q,tristana
657,nymnyo,aatrox
657,nymnyo,ahri
658,nymnx9,aatrox
658,nymnx9,ahri
659,nymh9u,aatrox
659,nymh9u,ahri
660,nymbw6,aatrox
660,nymbw6,ahri
661,nym9by,akali
662,nym5zu,yuumi
663,nym230,aatrox
663,nym230,ahri
664,nym0bg,ezreal
665,nyludd,ezreal
666,nyltcn,aatrox
666,nyltcn,ahri
667,nylrpf,viego
668,nylpzo,ornn
669,nylne3,kog'maw
670,nyln5b,lee sin
671,nylh2r,aatrox
671,nylh2r,ahri
672,nylgow,aatrox
672,nylgow,ahri
673,nylf05,aatrox
673,nylf05,ahri
674,nylayu,aatrox
674,nylayu,ahri
675,nyl69n,aatrox
675,nyl69n,ahri
676,nyl54b,lee sin
676,nyl54b,pantheon
677,nyl05w,fiddlesticks
677,nyl05w,urgot
678,nykpiy,twitch
679,nyklrd,aatrox
679,nyklrd,ahri
680,nykh8u,aatrox
680,nykh8u,ahri
681,nykfzz,aatrox
681,nykfzz,ahri
682,nykfry,aatrox
682,nykfry,ahri
683,nykdt2,skarner
684,nykbwa,aatrox
685,nykb5a,alistar
686,nykat1,braum
686,nykat1,caitlyn
687,nykacu,viego
688,nyka06,aatrox
688,nyka06,ahri
689,nyk9tp,akali
690,nyk99e,aatrox
690,nyk99e,ahri
691,nyk324,aatrox
691,nyk324,ahri
692,nyk1im,corki
692,nyk1im,kayle
693,nyjxjv,aatrox
693,nyjxjv,ahri
694,nyju5w,aatrox
694,nyju5w,ahri
695,nyjtgb,aatrox
695,nyjtgb,ahri
696,nyjsjf,dr. mundo
697,nyjqzo,garen
698,nyjpil,aatrox
698,nyjpil,ahri
699,nyjmdp,aatrox
699,nyjmdp,ahri
700,nyjlty,aatrox
700,nyjlty,ahri
701,nyjidj,mordekaiser
701,nyjidj,rammus
702,nyjdyn,aatrox
702,nyjdyn,ahri
703,nyjdon,aatrox
703,nyjdon,ahri
704,nyja33,aatrox
704,nyja33,ahri
705,nyj94f,rammus
706,nyj6b0,miss fortune
707,nyj59r,aatrox
707,nyj59r,ahri
708,nyj4xt,fiora
708,nyj4xt,warwick
709,nyj2yr,kog'maw
710,nyj2xt,aatrox
710,nyj2xt,ahri
711,nyiz4r,aatrox
711,nyiz4r,ahri
712,nyiwzr,aatrox
712,nyiwzr,ahri
713,nyitbu,aatrox
713,nyitbu,ahri
714,nyis79,aatrox
714,nyis79,ahri
715,nyipmt,aatrox
715,nyipmt,ahri
716,nyioe4,lucian
717,nyif1n,aatrox
717,nyif1n,ahri
718,nyiazc,aatrox
718,nyiazc,ahri
719,nyi9ss,aatrox
719,nyi9ss,ahri
720,nyi8v3,aatrox
720,nyi8v3,ahri
721,nyi5w7,aatrox
721,nyi5w7,ahri
722,nyi40h,aatrox
722,nyi40h,ahri
723,nyhxqx,aatrox
723,nyhxqx,ahri
724,nyhktm,malphite
725,nyhi2h,akali
726,nyhcy8,aatrox
726,nyhcy8,ahri
727,nyhal7,aatrox
727,nyhal7,ahri
728,nyh7qb,jinx
729,nyh3m1,aatrox
729,nyh3m1,ahri
730,nygzxr,aphelios
730,nygzxr,lillia
731,nygxyl,aatrox
731,nygxyl,ahri
732,nygwf2,ezreal
733,nygo8m,karma
734,nyglu0,aatrox
734,nyglu0,ahri
735,nygle4,aatrox
735,nygle4,ahri
736,nygkrd,aatrox
736,nygkrd,ahri
737,nygi8x,aatrox
737,nygi8x,ahri
738,nyggr7,akali
739,nygege,aatrox
739,nygege,ahri
740,nygb8c,dr. mundo
741,nyg66d,aatrox
741,nyg66d,ahri
742,nyg4z2,ivern
742,nyg4z2,janna
743,nyg0xi,aatrox
743,nyg0xi,ahri
744,nyfwvw,lee sin
745,nyfns0,teemo
746,nyflgm,aatrox
746,nyflgm,ahri
747,nyfjw9,aatrox
747,nyfjw9,ahri
748,nyfdsz,cho'gath
749,nyf973,aatrox
749,nyf973,ahri
750,nyf6d0,aatrox
750,nyf6d0,ahri
751,nyf3zr,aatrox
751,nyf3zr,ahri
752,nyeyl4,aatrox
752,nyeyl4,ahri
753,nyey83,aatrox
753,nyey83,ahri
754,nyev3o,dr. mundo
755,nyet59,aatrox
755,nyet59,ahri
756,nyem0m,aatrox
756,nyem0m,ahri
757,nyekaa,urgot
758,nyeidx,aatrox
758,nyeidx,ahri
759,nyed4l,aatrox
759,nyed4l,ahri
760,nyecgj,akali
761,nye984,cho'gath
761,nye984,viego
762,nye6oo,aatrox
762,nye6oo,ahri
763,nye1ak,aatrox
763,nye1ak,ahri
764,nydwme,aatrox
764,nydwme,ahri
765,nydvg8,aatrox
765,nydvg8,ahri
766,nydq34,rengar
767,nydp21,jinx
767,nydp21,rek'sai
768,nydl5b,aatrox
768,nydl5b,ahri
769,nydfbi,nunu and willump
770,nyda9i,aatrox
770,nyda9i,ahri
771,nyd77m,aatrox
771,nyd77m,ahri
772,nyd5kg,yorick
773,nyd40i,miss fortune
774,nyd0w7,akali
775,nyd044,aatrox
775,nyd044,ahri
776,nycz3x,nocturne
776,nycz3x,gwen
777,nycw08,aatrox
777,nycw08,ahri
778,nycvc3,aatrox
778,nycvc3,ahri
779,nycu6e,aatrox
779,nycu6e,ahri
780,nyctun,aatrox
780,nyctun,ahri
781,nyctfk,aatrox
781,nyctfk,ahri
782,nycsa2,rumble
783,nycrsu,aatrox
783,nycrsu,ahri
784,nycr3g,aatrox
784,nycr3g,ahri
785,nycpom,cho'gath
785,nycpom,quinn
786,nycop1,aatrox
786,nycop1,ahri
787,nycnql,aurelion sol
788,nycn3f,aatrox
788,nycn3f,ahri
789,nycmir,malphite
790,nyckag,viego
791,nycjil,aatrox
791,nycjil,ahri
792,nyci0n,fiora
792,nyci0n,malzahar
793,nychot,aatrox
793,nychot,ahri
794,nycfdt,gragas
794,nycfdt,ornn
795,nycbjp,aatrox
795,nycbjp,ahri
796,nyc7ec,malphite
797,nyc4i3,aatrox
797,nyc4i3,ahri
798,nyc3k6,miss fortune
799,nyc2k8,aatrox
799,nyc2k8,ahri
800,nyby04,aatrox
800,nyby04,ahri
801,nybxvn,sett
802,nybw1d,aatrox
802,nybw1d,ahri
803,nybvgr,aatrox
803,nybvgr,ahri
804,nybtyw,gwen
805,nybtw3,aatrox
805,nybtw3,ahri
806,nybszu,aatrox
806,nybszu,ahri
807,nybqej,aatrox
807,nybqej,ahri
808,nybpun,kindred
809,nybo56,aatrox
809,nybo56,ahri
810,nyba7h,camille
811,nyb736,aatrox
811,nyb736,ahri
812,nyb5k5,viego
813,nyb0tw,kalista
814,nyay3w,aatrox
814,nyay3w,ahri
815,nyap8i,aatrox
815,nyap8i,ahri
816,nyaoxm,aatrox
816,nyaoxm,ahri
817,nyamhc,gwen
818,nyam81,aatrox
818,nyam81,ahri
819,nyam70,aatrox
819,nyam70,ahri
820,nyah32,aatrox
820,nyah32,ahri
821,nyafw9,gwen
822,nyaa0k,aatrox
822,nyaa0k,ahri
823,nya5ho,aatrox
823,nya5ho,ahri
824,nya4jh,aatrox
824,nya4jh,ahri
825,ny9z5d,aatrox
825,ny9z5d,ahri
826,ny9xya,aatrox
826,ny9xya,ahri
827,ny9t4b,thresh
827,ny9t4b,tristana
828,ny9q85,aatrox
828,ny9q85,ahri
829,ny9l5u,aatrox
829,ny9l5u,ahri
830,ny9igj,aatrox
830,ny9igj,ahri
831,ny9hni,aatrox
831,ny9hni,ahri
832,ny9hcz,aatrox
832,ny9hcz,ahri
833,ny9dgw,aatrox
833,ny9dgw,ahri
834,ny9dgo,lee sin
835,ny9dd9,leona
836,ny9crs,aatrox
836,ny9crs,ahri
837,ny9a3i,aatrox
837,ny9a3i,ahri
838,ny990e,aatrox
838,ny990e,ahri
839,ny95gh,draven
840,ny936b,aatrox
840,ny936b,ahri
841,ny8zuw,akali
842,ny8m49,shaco
843,ny8l4c,aatrox
843,ny8l4c,ahri
844,ny8hjf,twisted fate
845,ny8dtw,aatrox
845,ny8dtw,ahri
846,ny8aik,akali
847,ny887x,aatrox
847,ny887x,ahri
848,ny87ma,aatrox
848,ny87ma,ahri
849,ny86n3,master yi
850,ny85xk,aatrox
850,ny85xk,ahri
851,ny83l9,aatrox
851,ny83l9,ahri
852,ny83b2,mordekaiser
853,ny7zlr,aphelios
854,ny7yzo,nasus
854,ny7yzo,yorick
855,ny7y33,brand
855,ny7y33,garen
856,ny7wm1,aatrox
856,ny7wm1,ahri
857,ny7w10,aatrox
857,ny7w10,ahri
858,ny7hww,aatrox
858,ny7hww,ahri
859,ny7hbw,aatrox
859,ny7hbw,ahri
860,ny7503,renekton
860,ny7503,sett
861,ny70tx,aatrox
861,ny70tx,ahri
862,ny70pb,aatrox
862,ny70pb,ahri
863,ny6zc0,aatrox
863,ny6zc0,ahri
864,ny6yad,mordekaiser
865,ny6xlg,aatrox
865,ny6xlg,ahri
866,ny6vob,akali
867,ny6ugf,aatrox
867,ny6ugf,ahri
868,ny6r0l,gwen
869,ny6qz0,gnar
870,ny6qcd,aatrox
870,ny6qcd,ahri
871,ny6q3b,aatrox
871,ny6q3b,ahri
872,ny6pn2,aatrox
872,ny6pn2,ahri
873,ny6nm4,viego
874,ny6na7,gnar
875,ny6lle,zyra
876,ny6k5s,dr. mundo
877,ny6jeb,aatrox
877,ny6jeb,ahri
878,ny6dab,aatrox
878,ny6dab,ahri
879,ny6bpf,gwen
880,ny692f,aatrox
880,ny692f,ahri
881,ny68zz,akali
881,ny68zz,sett
882,ny6856,fizz
882,ny6856,veigar
883,ny663q,aatrox
883,ny663q,ahri
884,ny5ukm,aatrox
884,ny5ukm,ahri
885,ny5twz,aatrox
885,ny5twz,ahri
886,ny5rk4,leona
887,ny5r78,aatrox
887,ny5r78,ahri
888,ny5r6h,aatrox
888,ny5r6h,ahri
889,ny5nks,aatrox
889,ny5nks,ahri
890,ny5ndy,karma
890,ny5ndy,lux
891,ny5m6j,aatrox
891,ny5m6j,ahri
892,ny5lat,corki
893,ny5jjx,karma
894,ny5dch,aatrox
894,ny5dch,ahri
895,ny5d17,kog'maw
896,ny5b3t,lee sin
896,ny5b3t,veigar
897,ny589z,aatrox
897,ny589z,ahri
898,ny5393,aatrox
898,ny5393,ahri
899,ny4w46,sylas
900,ny4qm4,aatrox
900,ny4qm4,ahri
901,ny4qgn,aatrox
901,ny4qgn,ahri
902,ny4kem,aatrox
902,ny4kem,ahri
903,ny4irj,aatrox
903,ny4irj,ahri
904,ny4eka,aatrox
904,ny4eka,ahri
905,ny4d8r,aatrox
905,ny4d8r,ahri
906,ny497g,elise
906,ny497g,jayce
907,ny48xq,aatrox
907,ny48xq,ahri
908,ny46eo,aatrox
908,ny46eo,ahri
909,ny45z7,vayne
910,ny44z2,yuumi
911,ny446a,shaco
912,ny43ul,aatrox
912,ny43ul,ahri
913,ny42y2,jax
913,ny42y2,kassadin
914,ny4114,aatrox
914,ny4114,ahri
915,ny40p7,aatrox
915,ny40p7,ahri
916,ny3z0t,mordekaiser
917,ny3y89,lucian
918,ny3vd2,tahm kench
919,ny3sos,aatrox
919,ny3sos,ahri
920,ny3rap,twitch
921,ny3nlq,ezreal
922,ny3mu6,aatrox
922,ny3mu6,ahri
923,ny3kkv,karthus
924,ny3gh5,jhin
924,ny3gh5,leona
925,ny3dh4,aatrox
925,ny3dh4,ahri
926,ny38dj,akali
927,ny3734,lulu
928,ny32hg,aatrox
928,ny32hg,ahri
929,ny2z5k,aatrox
929,ny2z5k,ahri
930,ny2xg0,nidalee
930,ny2xg0,sett
931,ny2ws1,aatrox
931,ny2ws1,ahri
932,ny2ndr,aatrox
932,ny2ndr,ahri
933,ny2nb9,aatrox
933,ny2nb9,ahri
934,ny2mxl,aatrox
934,ny2mxl,ahri
935,ny2llq,aatrox
935,ny2llq,ahri
936,ny2l53,aatrox
936,ny2l53,ahri
937,ny2kus,darius
938,ny2hoy,aatrox
938,ny2hoy,ahri
939,ny2g9o,aatrox
939,ny2g9o,ahri
940,ny2eff,viego
941,ny2dre,aatrox
941,ny2dre,ahri
942,ny29yl,rammus
943,ny24w1,aatrox
943,ny24w1,ahri
944,ny24uq,kayn
945,ny22bj,vi
946,ny21u9,camille
947,ny20uk,karma
948,ny1wu7,aatrox
948,ny1wu7,ahri
949,ny1vxv,aatrox
949,ny1vxv,ahri
950,ny1uem,aatrox
950,ny1uem,ahri
951,ny1sxb,master yi
952,ny1p3k,aatrox
952,ny1p3k,ahri
953,ny1ow1,aatrox
953,ny1ow1,ahri
954,ny1n6j,aatrox
954,ny1n6j,ahri
955,ny1kqo,dr. mundo
956,ny1io2,akali
957,ny1dim,aatrox
957,ny1dim,ahri
958,ny185f,aatrox
958,ny185f,ahri
959,ny16m7,aatrox
959,ny16m7,ahri
960,ny14xu,aatrox
960,ny14xu,ahri
961,ny12gp,dr. mundo
962,ny1003,aatrox
962,ny1003,ahri
963,ny0vw9,singed
963,ny0vw9,tahm kench
964,ny0vnt,nunu and willump
965,ny0trm,lissandra
966,ny0tpn,dr. mundo
967,ny0q1n,aatrox
967,ny0q1n,ahri
968,ny0mg0,irelia
969,ny0mb5,aatrox
969,ny0mb5,ahri
970,ny0i8k,aatrox
970,ny0i8k,ahri
971,ny0ezs,teemo
971,ny0ezs,xerath
972,ny0dfe,morgana
972,ny0dfe,yone
973,ny0cut,aatrox
973,ny0cut,ahri
974,ny09jy,master yi
975,ny012a,jinx
976,nxzzbe,aatrox
976,nxzzbe,ahri
977,nxzz98,jinx
978,nxzz31,aatrox
978,nxzz31,ahri
979,nxztkz,aatrox
979,nxztkz,ahri
980,nxzqvf,aatrox
980,nxzqvf,ahri
981,nxzp1w,maokai
981,nxzp1w,samira
982,nxzopl,aatrox
982,nxzopl,ahri
983,nxzns8,zed
984,nxzlcu,aatrox
984,nxzlcu,ahri
985,nxzk2c,aatrox
985,nxzk2c,ahri
986,nxzibp,aurelion sol
987,nxzhz4,shaco
987,nxzhz4,zilean
988,nxzht6,aatrox
988,nxzht6,ahri
989,nxzgat,cho'gath
990,nxzfsd,aatrox
990,nxzfsd,ahri
991,nxzd8y,aatrox
991,nxzd8y,ahri
992,nxzahh,aatrox
992,nxzahh,ahri
993,nxz9nm,aatrox
993,nxz9nm,ahri
994,nxz3sq,dr. mundo
995,nxz1td,kindred
996,nxytuw,kindred
996,nxytuw,tryndamere
997,nxyrl4,dr. mundo
998,nxypax,aatrox
998,nxypax,ahri
999,nxyn1b,shaco
1000,nxykiv,aatrox
1000,nxykiv,ahri
1001,nxyglf,akali
1001,nxyglf,zoe
1002,nxygle,aatrox
1002,nxygle,ahri
1003,nxygdj,kai'sa
1004,nxyf9a,aatrox
1004,nxyf9a,ahri
1005,nxyezw,aatrox
1005,nxyezw,ahri
1006,nxyebk,skarner
1007,nxye4k,azir
1007,nxye4k,cassiopeia
1008,nxybou,yasuo
1009,nxy401,aatrox
1009,nxy401,ahri
1010,nxxzi1,aatrox
1010,nxxzi1,ahri
1011,nxxz3n,aatrox
1011,nxxz3n,ahri
1012,nxxyk5,aatrox
1012,nxxyk5,ahri
1013,nxxxk2,aatrox
1013,nxxxk2,ahri
1014,nxxumz,aatrox
1014,nxxumz,ahri
1015,nxxtjw,aatrox
1015,nxxtjw,ahri
1016,nxxs10,zed
1017,nxxqlc,aatrox
1017,nxxqlc,ahri
1018,nxxmnp,jhin
1019,nxxjte,aatrox
1019,nxxjte,ahri
1020,nxxhyw,aatrox
1020,nxxhyw,ahri
1021,nxxgoo,aatrox
1021,nxxgoo,ahri
1022,nxxehu,aatrox
1022,nxxehu,ahri
1023,nxxc2y,aatrox
1023,nxxc2y,ahri
1024,nxx96i,aatrox
1024,nxx96i,ahri
1025,nxx8rb,aatrox
1025,nxx8rb,ahri
1026,nxx8de,leblanc
1027,nxx7j3,aatrox
1027,nxx7j3,ahri
1028,nxx7cm,aatrox
1028,nxx7cm,ahri
1029,nxx2m8,neeko
1030,nxx0p9,aatrox
1030,nxx0p9,ahri
1031,nxwyc0,master yi
1032,nxwxln,tryndamere
1033,nxwvhj,aatrox
1033,nxwvhj,ahri
1034,nxwtbs,aatrox
1034,nxwtbs,ahri
1035,nxwe7h,aatrox
1035,nxwe7h,ahri
1036,nxwbe8,gwen
1037,nxw5tf,aatrox
1037,nxw5tf,ahri
1038,nxvxd8,aatrox
1038,nxvxd8,ahri
1039,nxvtsn,aatrox
1039,nxvtsn,ahri
1040,nxvsae,veigar
1041,nxvqyw,aatrox
1041,nxvqyw,ahri
1042,nxvp7j,aatrox
1042,nxvp7j,ahri
1043,nxvibo,kai'sa
1044,nxvgww,aatrox
1044,nxvgww,ahri
1045,nxvfot,cho'gath
1046,nxvcu4,lee sin
1047,nxvb9s,aatrox
1047,nxvb9s,ahri
1048,nxv6dv,jhin
1049,nxv4uf,aatrox
1049,nxv4uf,ahri
1050,nxv2tr,vayne
1051,nxv1ex,aatrox
1051,nxv1ex,ahri
1052,nxuvmg,lee sin
1053,nxutkv,aatrox
1053,nxutkv,ahri
1054,nxutjr,caitlyn
1054,nxutjr,qiyana
1055,nxurj3,irelia
1055,nxurj3,orianna
1056,nxukba,aatrox
1056,nxukba,ahri
1057,nxuk01,aatrox
1057,nxuk01,ahri
1058,nxubea,aatrox
1058,nxubea,ahri
1059,nxu66g,aatrox
1059,nxu66g,ahri
1060,nxu0r4,aatrox
1060,nxu0r4,ahri
1061,nxu0h1,blitzcrank
1062,nxtvyp,aatrox
1062,nxtvyp,ahri
1063,nxttvx,aatrox
1063,nxttvx,ahri
1064,nxttg0,gangplank
1065,nxtt2t,zac
1066,nxtpp3,aatrox
1066,nxtpp3,ahri
1067,nxtjkz,aatrox
1067,nxtjkz,ahri
1068,nxtirm,jhin
1069,nxthfm,aatrox
1069,nxthfm,ahri
1070,nxtg21,yuumi
1071,nxt96k,sett
1072,nxt8yu,aatrox
1072,nxt8yu,ahri
1073,nxt7jc,aatrox
1073,nxt7jc,ahri
1074,nxsskf,dr. mundo
1075,nxssdc,aatrox
1075,nxssdc,ahri
1076,nxsrb9,aatrox
1076,nxsrb9,ahri
1077,nxspjb,aatrox
1077,nxspjb,ahri
1078,nxspf8,aatrox
1078,nxspf8,ahri
1079,nxsnea,aatrox
1079,nxsnea,ahri
1080,nxskv4,akali
1081,nxsfry,aatrox
1081,nxsfry,ahri
1082,nxsfg3,aatrox
1082,nxsfg3,ahri
1083,nxse2x,aatrox
1083,nxse2x,ahri
1084,nxsavq,aatrox
1084,nxsavq,ahri
1085,nxsaln,rengar
1085,nxsaln,swain
1086,nxsabs,aatrox
1086,nxsabs,ahri
1087,nxsa8x,gwen
1088,nxs69s,dr. mundo
1089,nxs40u,aatrox
1089,nxs40u,ahri
1090,nxs2c9,aatrox
1090,nxs2c9,ahri
1091,nxrwz5,qiyana
1092,nxrwa1,aatrox
1092,nxrwa1,ahri
1093,nxrvlx,aatrox
1093,nxrvlx,ahri
1094,nxrtz0,sion
1095,nxrrux,ezreal
1096,nxrrdh,aatrox
1096,nxrrdh,ahri
1097,nxrov6,aatrox
1097,nxrov6,ahri
1098,nxrnmr,aatrox
1098,nxrnmr,ahri
1099,nxrlfp,lux
1100,nxrjh5,aatrox
1100,nxrjh5,ahri
1101,nxrj8i,aatrox
1101,nxrj8i,ahri
1102,nxri7o,aatrox
1102,nxri7o,ahri
1103,nxrbjx,cho'gath
1104,nxrb9o,vel'koz
1105,nxr877,aatrox
1105,nxr877,ahri
1106,nxr6au,aatrox
1106,nxr6au,ahri
1107,nxr62c,aatrox
1107,nxr62c,ahri
1108,nxr1tu,aatrox
1108,nxr1tu,ahri
1109,nxr0e1,aatrox
1109,nxr0e1,ahri
1110,nxqwiu,aatrox
1110,nxqwiu,ahri
1111,nxqpku,aatrox
1111,nxqpku,ahri
1112,nxqomb,aatrox
1112,nxqomb,ahri
1113,nxqm0z,karthus
1114,nxqhst,master yi
1115,nxqh7h,aatrox
1115,nxqh7h,ahri
1116,nxqguc,aatrox
1116,nxqguc,ahri
1117,nxqfr6,aatrox
1117,nxqfr6,ahri
1118,nxqc6h,aatrox
1118,nxqc6h,ahri
1119,nxqc02,aatrox
1119,nxqc02,ahri
1120,nxqbh9,aatrox
1120,nxqbh9,ahri
1121,nxq2zu,aatrox
1121,nxq2zu,ahri
1122,nxq1u2,aatrox
1122,nxq1u2,ahri
1123,nxpzwb,aatrox
1123,nxpzwb,ahri
1124,nxpys9,aatrox
1124,nxpys9,ahri
1125,nxpxwq,ivern
1126,nxpxns,thresh
1127,nxpuiy,aatrox
1127,nxpuiy,ahri
1128,nxptq4,akali
1128,nxptq4,irelia
1129,nxpt0p,aatrox
1129,nxpt0p,ahri
1130,nxpseq,aatrox
1130,nxpseq,ahri
1131,nxpplq,lux
1132,nxpmk5,aatrox
1132,nxpmk5,ahri
1133,nxpijf,akali
1134,nxpi4g,aatrox
1134,nxpi4g,ahri
1135,nxpffb,aatrox
1135,nxpffb,ahri
1136,nxpdwp,akali
1137,nxpcgm,aatrox
1137,nxpcgm,ahri
1138,nxpc9d,blitzcrank
1138,nxpc9d,ezreal
1139,nxpc8s,aatrox
1139,nxpc8s,ahri
1140,nxpavb,aatrox
1140,nxpavb,ahri
1141,nxp7td,aatrox
1141,nxp7td,ahri
1142,nxp0dw,aatrox
1142,nxp0dw,ahri
1143,nxow8e,aatrox
1143,nxow8e,ahri
1144,nxosea,corki
1144,nxosea,ornn
1145,nxos02,aatrox
1145,nxos02,ahri
1146,nxore7,aatrox
1146,nxore7,ahri
1147,nxoppm,aatrox
1147,nxoppm,ahri
1148,nxonbj,aatrox
1148,nxonbj,ahri
1149,nxomzp,aatrox
1149,nxomzp,ahri
1150,nxois0,aatrox
1150,nxois0,ahri
1151,nxoh1k,aatrox
1151,nxoh1k,ahri
1152,nxog0n,aatrox
1152,nxog0n,ahri
1153,nxod5e,aatrox
1153,nxod5e,ahri
1154,nxobm0,aatrox
1154,nxobm0,ahri
1155,nxobh6,aatrox
1155,nxobh6,ahri
1156,nxoaxr,samira
1157,nxoa17,aatrox
1157,nxoa17,ahri
1158,nxo9ef,aatrox
1158,nxo9ef,ahri
1159,nxo8gd,braum
1159,nxo8gd,lulu
1160,nxo86e,aatrox
1160,nxo86e,ahri
1161,nxo4vp,aatrox
1161,nxo4vp,ahri
1162,nxo3ly,aatrox
1162,nxo3ly,ahri
1163,nxo08q,kindred
1163,nxo08q,lillia
1164,nxnztl,aatrox
1164,nxnztl,ahri
1165,nxnzif,cho'gath
1165,nxnzif,fiddlesticks
1166,nxnym7,aatrox
1166,nxnym7,ahri
1167,nxnv6j,aatrox
1167,nxnv6j,ahri
1168,nxntxh,yuumi
1169,nxntno,aatrox
1169,nxntno,ahri
1170,nxntj9,zed
1171,nxnt40,aatrox
1171,nxnt40,ahri
1172,nxnm12,aatrox
1172,nxnm12,ahri
1173,nxnkw7,aatrox
1173,nxnkw7,ahri
1174,nxnkos,ezreal
1175,nxnjlr,ezreal
1176,nxnj8v,aatrox
1176,nxnj8v,ahri
1177,nxnd6k,leona
1177,nxnd6k,malphite
1178,nxnch1,aurelion sol
1179,nxnb3k,aatrox
1179,nxnb3k,ahri
1180,nxn96z,aatrox
1180,nxn96z,ahri
1181,nxn5t4,amumu
1181,nxn5t4,olaf
1182,nxn4y1,aatrox
1182,nxn4y1,ahri
1183,nxn4qo,xin zhao
1184,nxn4cg,aatrox
1184,nxn4cg,ahri
1185,nxn2an,aatrox
1185,nxn2an,ahri
1186,nxn0ec,aatrox
1186,nxn0ec,ahri
1187,nxmyja,ezreal
1187,nxmyja,xin zhao
1188,nxmvti,sett
1189,nxmryw,aatrox
1189,nxmryw,ahri
1190,nxmqfo,aatrox
1190,nxmqfo,ahri
1191,nxmq9y,garen
1192,nxmprd,aatrox
1192,nxmprd,ahri
1193,nxmp1e,ezreal
1194,nxmniu,aatrox
1194,nxmniu,ahri
1195,nxmm7t,graves
1196,nxmkf0,aatrox
1196,nxmkf0,ahri
1197,nxmjzx,aatrox
1197,nxmjzx,ahri
1198,nxmjl2,teemo
1199,nxme94,aatrox
1199,nxme94,ahri
1200,nxmdfv,aatrox
1200,nxmdfv,ahri
1201,nxmbo0,sylas
1202,nxmb6d,aatrox
1202,nxmb6d,ahri
1203,nxm7hw,aatrox
1203,nxm7hw,ahri
1204,nxm6gj,aatrox
1204,nxm6gj,ahri
1205,nxm6aa,aatrox
1205,nxm6aa,ahri
1206,nxm69c,aatrox
1206,nxm69c,ahri
1207,nxm5yl,aatrox
1207,nxm5yl,ahri
1208,nxm51y,aatrox
1208,nxm51y,ahri
1209,nxm4v2,aatrox
1209,nxm4v2,ahri
1210,nxm092,aatrox
1210,nxm092,ahri
1211,nxlzam,lee sin
1212,nxlvax,aatrox
1212,nxlvax,ahri
1213,nxlupl,aatrox
1213,nxlupl,ahri
1214,nxluee,aatrox
1214,nxluee,ahri
1215,nxls8a,aatrox
1215,nxls8a,ahri
1216,nxlpt2,aatrox
1216,nxlpt2,ahri
1217,nxlli6,aatrox
1217,nxlli6,ahri
1218,nxll86,fiddlesticks
1219,nxlk0j,aatrox
1219,nxlk0j,ahri
1220,nxli18,aatrox
1220,nxli18,ahri
1221,nxlci7,sett
1222,nxlbz5,aatrox
1222,nxlbz5,ahri
1223,nxl9yf,aatrox
1223,nxl9yf,ahri
1224,nxl9uz,aatrox
1224,nxl9uz,ahri
1225,nxl8rp,aatrox
1225,nxl8rp,ahri
1226,nxl43t,rakan
1226,nxl43t,tahm kench
1227,nxkzxc,irelia
1228,nxkymf,aatrox
1228,nxkymf,ahri
1229,nxkx0z,aatrox
1229,nxkx0z,ahri
1230,nxkuiq,aatrox
1230,nxkuiq,ahri
1231,nxkryk,aatrox
1231,nxkryk,ahri
1232,nxkq3g,aatrox
1232,nxkq3g,ahri
1233,nxkpwi,aatrox
1233,nxkpwi,ahri
1234,nxkppv,sion
1235,nxkp7y,varus
1236,nxknlz,ezreal
1237,nxkjac,aatrox
1237,nxkjac,ahri
1238,nxkhp7,darius
1239,nxkfzn,jarvan iv
1239,nxkfzn,xin zhao
1240,nxkec7,miss fortune
1241,nxke9a,aatrox
1241,nxke9a,ahri
1242,nxke36,aatrox
1242,nxke36,ahri
1243,nxkdwh,jayce
1244,nxkcfy,akali
1245,nxk9t8,aatrox
1245,nxk9t8,ahri
1246,nxk8p9,aatrox
1246,nxk8p9,ahri
1247,nxk3gc,aatrox
1247,nxk3gc,ahri
1248,nxjwcc,aatrox
1248,nxjwcc,ahri
1249,nxjvek,aatrox
1249,nxjvek,ahri
1250,nxjr9k,jinx
1251,nxjpvm,aatrox
1251,nxjpvm,ahri
1252,nxjopp,aatrox
1252,nxjopp,ahri
1253,nxjm1r,aatrox
1253,nxjm1r,ahri
1254,nxjl4n,aatrox
1254,nxjl4n,ahri
1255,nxjkeo,malphite
1255,nxjkeo,yuumi
1256,nxjjdw,jinx
1257,nxji73,aatrox
1257,nxji73,ahri
1258,nxjca8,aatrox
1258,nxjca8,ahri
1259,nxj9k3,aatrox
1259,nxj9k3,ahri
1260,nxj8rz,aatrox
1260,nxj8rz,ahri
1261,nxj4ra,aatrox
1261,nxj4ra,ahri
1262,nxj4dk,yuumi
1263,nxj2ji,nidalee
1264,nxivsq,twisted fate
1265,nxiun2,sett
1266,nxissp,sett
1267,nxioad,yuumi
1268,nximn4,aatrox
1268,nximn4,ahri
1269,nxiljg,jayce
1270,nxihft,ezreal
1271,nxibbw,blitzcrank
1272,nxiaks,aatrox
1272,nxiaks,ahri
1273,nxi4qt,aatrox
1273,nxi4qt,ahri
1274,nxi0lx,aatrox
1274,nxi0lx,ahri
1275,nxhzvs,aatrox
1275,nxhzvs,ahri
1276,nxhyan,sett
1277,nxhxh6,aatrox
